㐖毒	xiédú
雨魂云梦	yǔhúnyúnmèng
雨魄云魂	yǔpòyúnhún
雨鸠	yǔjiū
雨鸦	yǔyā
雨龙	yǔlóng
雩兑	yúduì
雩台	yútái
雩祭	yújì
雩蜡	yúlà
雪上加霜	xuěshàngjiāshuāng
雪中送炭	xuězhōngsòngtàn
雪中鸿爪	xuězhōnghóngzhǎo
雪仇	xuěchóu
雪佛兰	xuěfólán
雪佛莱	xuěfólái
雪佛龙	xuěfólóng
雪佛龙公司	xuěfólónggōngsī
雪佛龙石油公司	xuěfólóngshíyóugōngsī
雪兴	xuěxīng
雪刺	xuěcì
雪北香南	xuěběixiāngnán
雪华	xuěhuá
雪卷	xuějuǎn
雪压	xuěyā
雪句	xuějù
雪台	xuětái
雪叶	xuěyè
雪地	xuědì
雪地车	xuědìchē
雪地靴	xuědìxuē
雪壳	xuěké
雪女	xuěnǚ
雪山大士	xuěshāndàshì
雪岭	xuělǐng
雪岭白牛	xuělǐngbáiniú
雪峰山脉	xuěfēngshānmài
雪景	xuějǐng
雪暴	xuěbào
雪月风花	xuěyuèfēnghuā
雪朝	xuěcháo
雪条	xuětiáo
雪枝	xuězhī
雪柜	xuěguì
雪棱	xuěléng
雪正	xuězhèng
雪汤	xuětāng
雪泥	xuění
雪泥鸿爪	xuěníhóngzhǎo
雪泥鸿迹	xuěníhóngjì
雪浪石	xuělàngshí
雪溜	xuěliū
雪片	xuěpiàn
雪盖	xuěgài
雪种	xuězhǒng
雪窗萤几	xuěchuāngyíngjǐ
雪糁	xuěshēn
雪糕新地	xuěgāoxīnde
雪耻报仇	xuěchǐbàochóu
雪胎梅骨	xuětāiméigǔ
雪色	xuěsè
雪节	xuějié
雪花膏	xuěhuāgāo
雪茄	xuějiā
雪茄头	xuějiātóu
雪茄烟	xuějiāyān
雪荠	xuěqí
雪菲尔德	xuěfēiěrdé
雪藏	xuěcáng
雪虐风饕	xuěnüèfēngtāo
雪虾蟆	xuěhámá
雪衣女	xuěyīnǚ
雪见羞	xuějiànxiū
雪调	xuědiào
雪车	xuěchē
雪里红	xuělǐhóng
雪隐	xuěyǐn
雪顿	xuědùn
雪顿节	xuědùnjié
雪风	xuěfēng
雪香扇	xuěxiāngshàn
雪魄	xuěpò
雪鸿指爪	xuěhóngzhǐzhǎo
雯华	wénhuá
雯盖	wéngài
雰雺	fēnwù
零丁	língdīng
零丁孤苦	língdīnggūkǔ
零丁洋	língdīngyáng
零光片羽	língguāngpiànyǔ
零削	língxuē
零功率堆	línggōnglǜduī
零号	línghào
零和	línghé
零和博弈	línghébóyì
零售价	língshòujià
零堕	língduò
零增长	língzēngzhǎng
零头	língtóu
零工经济	línggōngjīngjì
零度	língdù
零打碎敲	língdǎsuìqiāo
零担	língdān
零担车	língdānchē
零挑	língtiāo
零支了米麦无重数	língzhīlemǐmàiwúchóngshù
零散	língsǎn
零散地	língsǎnde
零数	língshù
零敲碎打	língqiāosuìdǎ
零星地	língxīngde
零曲率	língqūlǜ
零汤团	língtāngtuán
零瀼	língráng
零点能	língdiǎnnéng
零的	língde
零碎地	língsuìde
零碎地花	língsuìdehuā
零笼	línglóng
零等待状态	língděngdàizhuàngtài
零落	língluò
零落山丘	língluòshānqiū
零藉	língjiè
零陵区	línglíngqū
零雀	língquè
零雨	língyǔ
零零散散	línglíngsǎnsǎn
零露	línglù
零露瀼瀼	línglùrángráng
零食	língshí
雷令	léilìng
雷令剑	léilìngjiàn
雷令风行	léilìngfēngxíng
雷克斯暴龙	léikèsībàolóng
雷公打豆腐	léigōngdǎdòufu
雷动风行	léidòngfēngxíng
雷区	léiqū
雷厉风行	léilìfēngxíng
雷厉风飞	léilìfēngfēi
雷司令	léisīlìng
雷同	léitóng
雷呴	léihǒu
雷地	léidì
雷场	léichǎng
雷填	léitián
雷声大	léishēngdà
雷大使	léidàshǐ
雷大雨小	léidàyǔxiǎo
雷奔	léibēn
雷奔云谲	léibēnyúnjué
雷射	léishè
雷射笔	léishèbǐ
雷山县	léishānxiàn
雷扎耶湖	léizháyēhú
雷打不动	léidǎbùdòng
雷暴	léibào
雷曼兄弟	léimànxiōngdì
雷椎	léizhuī
雷殷	léiyǐn
雷氏剑	léishìjiàn
雷氏琴	léishìqín
雷波县	léibōxiàn
雷泽	léizé
雷火车	léihuǒchē
雷盖	léigài
雷纹	léiwén
雷苏	léisū
雷菌	léijūn
雷蒙德	léiméngdé
雷行	léixíng
雷解	léijiě
雷诺数	léinuòshù
雷诺阿	léinuòā
雷车	léichē
雷转	léizhuǎn
雷轴	léizhóu
雷辗	léiniǎn
雷阵雨	léizhènyǔ
雷阿尔城	léiāěrchéng
雷雨	léiyǔ
雷雨云	léiyǔyún
雷雨作解	léiyǔzuòjiě
雷霆万钧	léitíngwànjūn
雷霆火炮	léitínghuǒpào
雷霆炮	léitíngpào
雷风	léifēng
雷骨	léigǔ
雷鸟	léiniǎo
雷鸣瓦釜	léimíngwǎfǔ
雹散	báosàn
雹暴	báobào
雹车	báochē
雺乱	wùluàn
雺塞	wùsāi
雺墨	wùmò
雺晦	wùhuì
雺雺	wùwù
雺雾	wùwù
雾会	wùhuì
雾兴云涌	wùxīngyúnyǒng
雾勃	wùbó
雾化	wùhuà
雾化器	wùhuàqì
雾化机	wùhuàjī
雾台	wùtái
雾台乡	wùtáixiāng
雾合	wùhé
雾吐	wùtǔ
雾喷	wùpēn
雾塞	wùsāi
雾委	wùwěi
雾屯	wùtún
雾散	wùsàn
雾散云披	wùsànyúnpī
雾术	wùshù
雾棹	wùzhào
雾沈云暝	wùshěnyúnmíng
雾泊	wùbó
雾浓地	wùnóngde
雾涌云蒸	wùyǒngyúnzhēng
雾滃	wùwěng
雾纹	wùwén
雾结烟愁	wùjiéyānchóu
雾节	wùjié
雾蒙蒙	wùméngméng
雾裳	wùcháng
雾解	wùjiě
雾起云涌	wùqǐyúnyǒng
雾里看花	wùlǐkànhuā
雾锁云埋	wùsuǒyúnmái
雾隐	wùyǐn
雾集云合	wùjíyúnhé
雾雨	wùyǔ
雾露	wùlù
雾鬓风鬟	wùbìnfēnghuán
雾鳞云爪	wùlínyúnzhǎo
需勒	xūlè
需头	xūtóu
需少	xūshǎo
需氧地	xūyǎngde
需求层次理论	xūqiúcéngcìlǐlùn
需沙出穴	xūshāchūxué
需要	xūyào
需要不断地	xūyàobùduànde
需要地	xūyàode
需要大量地	xūyàodàliàngde
需要好好地	xūyàohǎohǎode
需要是发明之母	xūyàoshìfāmíngzhīmǔ
霁景	jìjǐng
霁月光风	jìyuèguāngfēng
霁朝	jìcháo
霁泽	jìzé
霁红	jìhóng
霁色	jìsè
霁雨	jìyǔ
霁风朗月	jìfēnglǎngyuè
霄上	xiāoshàng
霄光可学	xiāoguāngkěxué
霄壤之别	xiāorǎngzhībié
霄岭	xiāolǐng
霄峙	xiāozhì
霄房	xiāofáng
霄旰	xiāogàn
霄景	xiāojǐng
霄盖	xiāogài
霄见	xiāojiàn
霄露	xiāolù
霄鱼垂化	xiāoyúchuíhuà
霅上	zháshàng
霅氏	zháshì
震中	zhènzhōng
震兴	zhènxīng
震动地	zhèndòngde
震区	zhènqū
震发	zhènfā
震吓	zhènxià
震呴	zhènhǒu
震天价	zhèntiānjià
震天价响	zhèntiāngaxiǎng
震天动地	zhèntiāndòngdì
震惊中外	zhènjīngzhōngwài
震摄	zhènshè
震撼弹	zhènhàndàn
震旦纪	zhèndànjì
震旦鸦雀	zhèndànyāquè
震服	zhènfú
震汗	zhènhàn
震泽	zhènzé
震洒	zhènsǎ
震澹	zhèndàn
震瓦	zhènwǎ
震眩弹	zhènxuàndàn
震矜	zhènjīn
震聋发聩	zhènlóngfākuì
震觉	zhènjué
震隐	zhènyǐn
震颤	zhènchàn
震颤素	zhènchànsù
震颤麻痹	zhènchànmábì
震食	zhènshí
震骚	zhènsāo
霈泽	pèizé
霉头	méitóu
霉毒	méidú
霉浆菌肺炎	méijiāngjūnfèiyán
霉菌	méijūn
霉菌毒素	méijūndúsù
霉雨	méiyǔ
霉风	méifēng
霍乱杆菌	huòluàngǎnjūn
霍乱毒素	huòluàndúsù
霍乱菌苗	huòluànjūnmiáo
霍亨索伦家族	huòhēngsuǒlúnjiāzú
霍华得	huòhuádé
霍华德	huòhuádé
霍嚓	huòchā
霍地	huòdì
霍城县	huòchéngxiàn
霍夫曼	huòfūmàn
霍嫖姚	huòpiáoyáo
霍将军	huòjiāngjūn
霍尔木兹	huòěrmùzī
霍尔木兹岛	huòěrmùzīdǎo
霍尔木兹海峡	huòěrmùzīhǎixiá
霍尼亚拉	huòníyàlā
霍山县	huòshānxiàn
霍普金斯大学	huòpǔjīnsīdàxué
霍曶	huòhū
霍林郭勒	huòlínguōlè
霍林郭勒市	huòlínguōlèshì
霍氏旋木雀	huòshìxuánmùquè
霍氏鹰鹃	huòshìyīngjuān
霍濩	huòhù
霍绰	huòchuò
霍落	huòluò
霍邱县	huòqiūxiàn
霍顿	huòdùn
霍食	huòshí
霎时间	shàshíjiān
霎那	shànà
霎那间	shànàjiān
霏弥	fēimí
霏红	fēihóng
霏落	fēiluò
霏解	fēijiě
霑体涂足	zhāntǐtúzú
霑化	zhānhuà
霑洒	zhānsǎ
霑洗	zhānxǐ
霑涴	zhānwò
霑被	zhānbèi
霑露	zhānlù
霓帱	níchóu
霓幢	nízhuàng
霓旄	nímáo
霓节	níjié
霓裳	nícháng
霓裳素	níchángsù
霓裳羽衣	níchángyǔyī
霓裳羽衣曲	níchángyǔyīqǔ
霓裳羽衣舞	níchángyǔyīwǔ
霓裳舞	níchángwǔ
霔雨	zhùyǔ
霖淖	línnào
霖溃	línkuì
霖潦	línliáo
霖澍	línshù
霖雨	línyǔ
霜信	shuāngxìn
霜凋夏緑	shuāngdiāoxiàlù
霜凋夏绿	shuāngdiāoxiàlǜ
霜分	shuāngfēn
霜华	shuānghuá
霜发	shuāngfā
霜台	shuāngtái
霜叶	shuāngyè
霜女	shuāngnǚ
霜妃	shuāngfēi
霜干	shuānggàn
霜散	shuāngsàn
霜期	shuāngqī
霜朱	shuāngzhū
霜条	shuāngtiáo
霜枝	shuāngzhī
霜柏	shuāngbǎi
霜柹	shuāngshì
霜桧	shuāngguì
霜棱	shuāngléng
霜椑	shuāngbēi
霜气横秋	shuāngqìhéngqiū
霜沤	shuāngōu
霜淇淋	shuāngqílín
霜爪	shuāngzhǎo
霜瓦	shuāngwǎ
霜皋	shuānggāo
霜盖	shuānggài
霜砌	shuāngqì
霜空	shuāngkōng
霜筠	shuāngyún
霜红	shuānghóng
霜缯	shuāngzēng
霜色	shuāngsè
霜节	shuāngjié
霜行草宿	shuāngxíngcǎoxiǔ
霜角	shuāngjiǎo
霜谷	shuānggǔ
霜蹊	shuāngqī
霜采	shuāngcǎi
霜降	shuāngjiàng
霜露	shuānglù
霜露之思	shuānglùzhīsī
霜露之悲	shuānglùzhībēi
霜露之感	shuānglùzhīgǎn
霜露之疾	shuānglùzhījí
霜露之病	shuānglùzhībìng
霜露之辰	shuānglùzhīchén
霜露感	shuānglùgǎn
霜鞞	shuāngbǐ
霜风	shuāngfēng
霜骨	shuānggǔ
霜魄	shuāngpò
霜鲜	shuāngxiān
霜鸟	shuāngniǎo
霜鹘	shuānghú
霞光万道	xiáguāngwàndào
霞冠	xiáguān
霞刹	xiáshā
霞区	xiáqū
霞多丽	xiáduōlì
霞头	xiátóu
霞宿	xiásù
霞山区	xiáshānqū
霞岭	xiálǐng
霞思云想	xiásīyúnxiǎng
霞思天想	xiásītiānxiǎng
霞振云从	xiázhènyúncóng
霞晕	xiáyūn
霞景	xiájǐng
霞服	xiáfú
霞朝	xiácháo
霞槛	xiákǎn
霞浆	xiájiāng
霞浦县	xiápǔxiàn
霞炤	xiázhāo
霞片	xiápiàn
霞矫	xiájiǎo
霞石	xiáshí
霞绷	xiábēng
霞缯	xiázēng
霞脚	xiájiǎo
霞色	xiásè
霞蔚	xiáwèi
霞蔚云蒸	xiáwèiyúnzhēng
霞血	xiáxuè
霞观	xiáguān
霞车	xiáchē
霞采	xiácǎi
霞铺	xiápù
霞骨	xiágǔ
霞鲜	xiáxiān
霣丧	yǔnsàng
霣降	yǔnjiàng
霣雨	yǔnyǔ
霪潦	yínliáo
霪雨	yínyǔ
霭空	ǎikōng
霭露	ǎilù
霰弹	xiàndàn
霰弹枪	xiàndànqiāng
霰彈槍	xiàndànqiāng
露一手	lòuyīshǒu
露七露八	lùqīlùbā
露丑	lòuchǒu
露两手	lòuliǎngshǒu
露书	lùshū
露井	lùjǐng
露会	lùhuì
露体	lùtǐ
露光	lùguāng
露养	lùyǎng
露冕	lùmiǎn
露出	lùchū
露出地	lùchūde
露出马脚	lùchūmǎjiǎo
露刃	lòurèn
露劾	lùhé
露华	lùhuá
露华浓	lùhuánóng
露卯	lùmǎo
露原形	lùyuánxíng
露口信	lùkǒuxìn
露台	lùtái
露台之产	lùtáizhīchǎn
露台弟子	lùtáidìzǐ
露叶	lùyè
露吐	lùtǔ
露告	lùgào
露囤	lùdùn
露国	lùguó
露地	lùdì
露地牛	lùdìniú
露地白牛	lùdìbáiniú
露坛	lùtán
露堂	lùtáng
露墅	lùshù
露处	lùchǔ
露天	lùtiān
露天地	lùtiānde
露天堆栈	lùtiānduīzhàn
露天大戏院	lùtiāndàxìyuàn
露天开采	lùtiānkāicǎi
露天矿	lùtiānkuàng
露天通事	lùtiāntōngshì
露天采矿	lùtiāncǎikuàng
露头	lòutóu
露头妻	lùtóuqī
露头角	lùtóujiǎo
露头露脑	lùtóulùnǎo
露奏	lùzòu
露妆	lùzhuāng
露宿	lùsù
露宿风餐	lùsùfēngcān
露富	lòufù
露寝	lùqǐn
露尘	lùchén
露尾藏头	lùwěicángtóu
露居	lùjū
露屑	lùxiè
露己扬才	lùjǐyángcái
露布	lùbù
露幕	lùmù
露床	lùchuáng
露底	lòudǐ
露店	lùdiàn
露庭	lùtíng
露形	lùxíng
露影藏形	lùyǐngcángxíng
露往霜来	lùwǎngshuānglái
露怯	lòuqiè
露情	lùqíng
露房	lùfáng
露才扬己	lùcáiyángjǐ
露拍	lùpāi
露掌	lùzhǎng
露撒	lùsā
露斯	lùsī
露日	lùrì
露晓	lùxiǎo
露晞	lùxī
露暴	lùbào
露木	lùmù
露朴	lùpiáo
露朵	lùduǒ
露朽	lùxiǔ
露板	lùbǎn
露柱	lùzhù
露根	lùgēn
露桁	lùhéng
露桃	lùtáo
露桡	lùráo
露棚	lùpéng
露槿	lùjǐn
露檄	lùxí
露次	lùcì
露止	lùzhǐ
露气	lùqì
露水	lùshuǐ
露水夫妻	lùshuǐfūqī
露水姻缘	lùshuǐyīnyuán
露水相逢	lùshuǐxiāngféng
露水缘	lùshuǐyuán
露泄	lùxiè
露洁	lùjié
露洒	lùsǎ
露滴	lùdī
露点	lùdiǎn
露版	lùbǎn
露牙	lùyá
露犬	lùquǎn
露珠	lùzhū
露琼	lùqióng
露田	lùtián
露申	lùshēn
露申辛夷	lùshēnxīnyí
露电	lùdiàn
露白	lòubái
露白地牛	lòubáidìniú
露盖	lùgài
露盘	lùpán
露相	lòuxiàng
露眠	lùmián
露眼	lùyǎn
露砌	lùqì
露禽	lùqín
露积	lùjī
露立	lùlì
露章	lùzhāng
露第	lùdì
露筋	lùjīn
露筋夫人	lùjīnfūrén
露筋女	lùjīnnǚ
露筋祠	lùjīncí
露簟	lùdiàn
露索	lùsuǒ
露纂雪钞	lùzuǎnxuěchāo
露红	lùhóng
露红烟紫	lùhóngyānzǐ
露红烟緑	lùhóngyānlù
露红烟绿	lùhóngyānlǜ
露网	lùwǎng
露网车	lùwǎngchē
露胆披肝	lùdǎnpīgān
露胆披诚	lùdǎnpīchéng
露背	lòubèi
露胔	lùzì
露脚	lùjiǎo
露脸	lòuliǎn
露节	lùjié
露花	lùhuā
露花风絮	lùhuāfēngxù
露芽	lùyá
露苗	lòumiáo
露英	lùyīng
露茜	lùxī
露草	lùcǎo
露营	lùyíng
露葵	lùkuí
露蔓	lùmàn
露薤	lùxiè
露蚕	lùcán
露蛬风蝉	lùqióngfēngchán
露衣	lùyī
露表	lùbiǎo
露袒	lùtǎn
露褐	lùhè
露西	lùxī
露西亚	lùxīyà
露覆	lùfù
露见	lùjiàn
露跣	lùxiǎn
露车	lùchē
露辋	lùwǎng
露酎	lùzhòu
露酒	lùjiǔ
露醑	lùxǔ
露钞雪纂	lùchāoxuězuǎn
露锷	lùè
露门	lùmén
露门学	lùménxué
露阴癖	lùyīnpǐ
露陌	lùmò
露雨	lùyǔ
露面	lòumiàn
露面抛头	lùmiànpāotóu
露韩	lùhán
露颖	lùyǐng
露颗	lùkē
露风	lòufēng
露餐风宿	lùcānfēngsù
露饮	lùyǐn
露馅	lòuxiàn
露馅儿	lòuxiànér
露香	lùxiāng
露马脚	lòumǎjiǎo
露骨	lùgǔ
露骨地	lùgǔde
露鸡	lùjī
露鸿	lùhóng
露鹄	lùhú
露鹤	lùhè
露齿	lùchǐ
露齿地	lùchǐde
露齿而笑	lùchǐérxiào
霸上	bàshàng
霸上戏	bàshàngxì
霸占	bàzhàn
霸县	bàxiàn
霸夫	bàfū
霸头	bàtóu
霸妻	bàqī
霸强	bàqiáng
霸据	bàjù
霸朝	bàcháo
霸王	bàwáng
霸王之资	bàwángzhīzī
霸王之道	bàwángzhīdào
霸王别姬	bàwángbiéjī
霸王卸甲	bàwángxièjiǎ
霸王厅	bàwángtīng
霸王条款	bàwángtiáokuǎn
霸王树	bàwángshù
霸王硬上弓	bàwángyìngshànggōng
霸王鞭	bàwángbiān
霸王风月	bàwángfēngyuè
霸王龙	bàwánglóng
霸相	bàxiāng
霸论	bàlùn
霸说	bàshuō
霸道横行	bàdàohéngxíng
霸闰之朝	bàrùnzhīcháo
霸陵醉尉	bàlíngzuìwèi
霹空	pīkōng
霹雳啪啦	pīlìpālā
霹雳大仙	pīlìdàxiān
霹雳车	pīlìchē
霾蒙	máiméng
霾藏	máicáng
霾风	máifēng
霿雺	méngwù
青丘缴	qīngqiūjiǎo
青乌术	qīngwūshù
青乌说	qīngwūshuō
青云万里	qīngyúnwànlǐ
青云价	qīngyúnjià
青云直上	qīngyúnzhíshàng
青云谱区	qīngyúnpǔqū
青令	qīnglìng
青仪囊	qīngyínáng
青供	qīnggòng
青光当	qīngguāngdāng
青冈县	qīnggāngxiàn
青凌台	qīnglíngtái
青削	qīngxuē
青北	qīngběi
青华	qīnghuá
青华仙真	qīnghuáxiānzhēn
青华君	qīnghuájūn
青华帝君	qīnghuádìjūn
青华观	qīnghuáguān
青原区	qīngyuánqū
青县	qīngxiàn
青发	qīngfā
青句	qīngjù
青台	qīngtái
青台旨	qīngtáizhǐ
青史传名	qīngshǐchuánmíng
青史氏	qīngshǐshì
青囊	qīngnáng
青囊书	qīngnángshū
青囊印	qīngnángyìn
青囊经	qīngnángjīng
青圜	qīnghuán
青地	qīngdì
青圻	qīngqí
青坊	qīngfāng
青坻	qīngdǐ
青堂瓦舍	qīngtángwǎshè
青塞	qīngsāi
青天大老爷	qīngtiāndàlǎoye
青夫	qīngfū
青头	qīngtóu
青头潜鸭	qīngtóuqiányā
青头鸡	qīngtóujī
青头鹦鹉	qīngtóuyīngwǔ
青女	qīngnǚ
青女月	qīngnǚyuè
青女霜	qīngnǚshuāng
青娥殿脚	qīngédiànjiǎo
青字头	qīngzìtóu
青孱	qīngchán
青宁	qīngníng
青少年	qīngshàonián
青屏	qīngpíng
青山一发	qīngshānyīfà
青山不老	qīngshānbùlǎo
青山区	qīngshānqū
青山家	qīngshānjiā
青山湖区	qīngshānhúqū
青山緑水	qīngshānlùshuǐ
青山绿水	qīngshānlǜshuǐ
青山翠谷	qīngshāncuìgǔ
青川县	qīngchuānxiàn
青州从事	qīngzhōucóngshì
青州曲	qīngzhōuqǔ
青巾校尉	qīngjīnxiàowèi
青幢	qīngzhuàng
青干	qīnggàn
青年会	qīngniánhuì
青年共产国际	qīngniángòngchǎnguójì
青年救国会	qīngniánjiùguóhuì
青年旅舍	qīngniánlǚshè
青年期	qīngniánqī
青年节	qīngniánjié
青徼	qīngjiǎo
青怸	qīngxī
青房	qīngfáng
青拂	qīngfú
青攒	qīngzǎn
青旋旋	qīngxuánxuán
青春万岁	qīngchūnwànsuì
青春不再	qīngchūnbùzài
青春地	qīngchūnde
青春期	qīngchūnqī
青春种	qīngchūnzhòng
青晕	qīngyūn
青曾	qīngzēng
青服	qīngfú
青条	qīngtiáo
青杨巷	qīngyángxiàng
青林乐	qīnglínlè
青林音乐	qīnglínyīnyuè
青林黑塞	qīnglínhēisài
青枝緑叶	qīngzhīlùyè
青枝绿叶	qīngzhīlǜyè
青柠色	qīngníngsè
青梼	qīngtáo
青森县	qīngsēnxiàn
青殷	qīngyīn
青氐	qīngdī
青汗	qīnghàn
青沤	qīngōu
青河县	qīnghéxiàn
青泥	qīngní
青泥信	qīngníxìn
青泥坂	qīngníbǎn
青泥城	qīngníchéng
青泥岭	qīngnílǐng
青泥饭	qīngnífàn
青浅	qīngqiǎn
青浦区	qīngpǔqū
青海省	qīnghǎishěng
青澒	qīnghòng
青灯古佛	qīngdēnggǔfó
青灯黄卷	qīngdēnghuángjuàn
青牛句	qīngniújù
青玄九阳上帝	qīngxuánjiǔyángshàngdì
青琐秘	qīngsuǒmì
青琐郎	qīngsuǒláng
青璅	qīngzǎo
青瓦台	qīngwǎtái
青生色	qīngshēngsè
青田县	qīngtiánxiàn
青田大鹤天	qīngtiándàhètiān
青田核	qīngtiánhé
青田石	qīngtiánshí
青甸	qīngdiàn
青白夫	qīngbáifū
青皋	qīnggāo
青皐	qīnggāo
青盖	qīnggài
青盻	qīngxì
青眼相看	qīngyǎnxiāngkàn
青石	qīngshí
青祇	qīngqí
青神县	qīngshénxiàn
青禁	qīngjìn
青禁客	qīngjìnkè
青秀区	qīngxiùqū
青空	qīngkōng
青童大君	qīngtóngdàjūn
青笼	qīnglóng
青筠	qīngyún
青箱传学	qīngxiāngchuánxué
青箱家	qīngxiāngjiā
青簿	qīngbù
青精石饭	qīngjīngshífàn
青紫被体	qīngzǐpītǐ
青緑	qīnglǜ
青緑山水	qīnglǜshānshuǐ
青緺	qīngguā
青红	qīnghóng
青红帮	qīnghóngbāng
青红皁白	qīnghóngzàobái
青红皂白	qīnghóngzàobái
青纶	qīnglún
青织	qīngzhī
青络	qīngluò
青绿	qīnglǜ
青绿山水	qīnglǜshānshuǐ
青缥	qīngpiǎo
青缴	qīngjiǎo
青羊	qīngyáng
青羊区	qīngyángqū
青羊宫	qīngyánggōng
青翠地	qīngcuìde
青翰棹	qīnghànzhào
青肚皮猢狲	qīngdùpíhúsūn
青肝碧血	qīnggānbìxuè
青胖	qīngpàng
青脉	qīngmài
青脚滨鹬	qīngjiǎobīnyù
青脚鹬	qīngjiǎoyù
青膀	qīngbǎng
青臒	qīngwò
青色	qīngsè
青艾	qīngài
青节	qīngjié
青芥辣	qīngjièlà
青芦叶	qīnglúyè
青苏	qīngsū
青苔	qīngtái
青苔巷	qīngtáixiàng
青苔篇	qīngtáipiān
青苹	qīngpíng
青苹末	qīngpíngmò
青苹风	qīngpíngfēng
青草峒	qīngcǎodòng
青莎	qīngshā
青莲偈	qīngliánjì
青莲冠	qīngliánguān
青莲舍	qīngliánshè
青蓼	qīngliǎo
青蔓	qīngmàn
青藏	qīngzàng
青藏公路	qīngzànggōnglù
青藏线	qīngzàngxiàn
青藏铁路	qīngzàngtiělù
青藏铁路线	qīngzàngtiělùxiàn
青藏高原	qīngzànggāoyuán
青虾	qīngxiā
青蛇	qīngshé
青蛾	qīngé
青血	qīngxuè
青衣节级	qīngyījiéjí
青衣行酒	qīngyīxíngjiǔ
青袍角带	qīngpáojiǎodài
青裳	qīngcháng
青要	qīngyào
青要女	qīngyàonǚ
青角	qīngjiǎo
青豆房	qīngdòufáng
青豆舍	qīngdòushè
青过于蓝	qīngguòyúlán
青远	qīngyuǎn
青都	qīngdōu
青金石	qīngjīnshí
青钱万选	qīngqiánwànxuǎn
青铺	qīngpù
青门故侯	qīngméngùhóu
青门緑玉房	qīngménlǜyùfáng
青门绿玉房	qīngménlǜyùfáng
青门解袂	qīngménjiěmèi
青门隐	qīngményǐn
青阙	qīngquē
青阳县	qīngyángxiàn
青阿	qīngā
青陆	qīnglù
青陵台	qīnglíngtái
青雀	qīngquè
青雀旌	qīngquèjīng
青雀舟	qīngquèzhōu
青雀舫	qīngquèfǎng
青雀门	qīngquèmén
青雨	qīngyǔ
青霄直上	qīngxiāozhíshàng
青风	qīngfēng
青马大桥	qīngmǎdàqiáo
青骨	qīnggǔ
青骹	qīngxiāo
青鲜	qīngxiān
青鸟	qīngniǎo
青鸟书	qīngniǎoshū
青鸟使	qīngniǎoshǐ
青鸟殷勤	qīngniǎoyīnqín
青鸟氏	qīngniǎoshì
青鸳瓦	qīngyuānwǎ
青鹘	qīnghú
青黄不接	qīnghuángbùjiē
青黛蛾	qīngdàié
青龙县	qīnglóngxiàn
青龙头	qīnglóngtóu
青龙满族自治县	qīnglóngmǎnzúzìzhìxiàn
青龙车	qīnglóngchē
青龙金匮	qīnglóngjīnkuì
靓严	liàngyán
靓丽	liànglì
靓仔	liàngzǎi
靓号	liànghào
靓女	liàngnǚ
靓妆	jìngzhuāng
靓妹	liàngmèi
靓姝	liàngshū
靓媚	liàngmèi
靓审	liàngshěn
靓庄	jìngzhuāng
靓服	liàngfú
靓深	liàngshēn
靓白	liàngbái
靓糚	liàngzhuāng
靓耀	liàngyào
靓艳	liàngyàn
靓衣	jìngyī
靓袨	liàngxuàn
靓装	liàngzhuāng
靓观	liàngguān
靓质	liàngzhì
靓闲	liàngxián
靓雅	liàngyǎ
靓饰	jìngshì
靖共	jìnggòng
靖宇县	jìngyǔxiàn
靖安县	jìngānxiàn
靖州县	jìngzhōuxiàn
靖州苗族侗族自治县	jìngzhōumiáozúdòngzúzìzhìxiàn
靖约	jìngyuē
靖节	jìngjié
靖节先生	jìngjiéxiānshēng
靖节征士	jìngjiézhēngshì
靖节琴	jìngjiéqín
靖西县	jìngxīxiàn
靖边县	jìngbiānxiàn
靖远	jìngyuǎn
靖远县	jìngyuǎnxiàn
靖郭氏	jìngguōshì
靖重	jìngzhòng
靖长官	jìngzhǎngguān
靖难	jìngnán
靖难之役	jìngnánzhīyì
靘好	qìnghǎo
静丽	jìnglì
静乐	jìnglè
静乐县	jìnglèxiàn
静体	jìngtǐ
静便	jìngbiàn
静养地	jìngyǎngde
静冈县	jìnggāngxiàn
静化	jìnghuà
静区	jìngqū
静县	jìngxiàn
静和	jìnghé
静嘿	jìnghēi
静场	jìngchǎng
静坊	jìngfāng
静坐不动	jìngzuòbùdòng
静坐不能	jìngzuòbùnéng
静坐罢工	jìngzuòbàgōng
静处	jìngchǔ
静夜思	jìngyèsī
静女	jìngnǚ
静好	jìnghǎo
静如处女	jìngrúchǔnǚ
静宁	jìngníng
静宁县	jìngníngxiàn
静安区	jìngānqū
静尽	jìngjìn
静态地	jìngtàide
静思	jìngsī
静悄	jìngqiāo
静悄悄	jìngqiāoqiāo
静悄悄地	jìngqiāoqiāode
静房	jìngfáng
静扫	jìngsǎo
静搒	jìngpéng
静摄	jìngshè
静景	jìngjǐng
静曲	jìngqǔ
静朴	jìngpiáo
静极思动	jìngjísīdòng
静止地	jìngzhǐde
静正	jìngzhèng
静泊	jìngbó
静海县	jìnghǎixiàn
静电反应	jìngdiànfǎnyìng
静砌	jìngqì
静秘	jìngmì
静絜	jìngjié
静緑	jìnglǜ
静绿	jìnglǜ
静脉	jìngmài
静脉压	jìngmàiyā
静脉吸毒	jìngmàixīdú
静脉曲张	jìngmàiqūzhāng
静脉注入	jìngmàizhùrù
静脉注射	jìngmàizhùshè
静脉注射地	jìngmàizhùshède
